1200	970.932739258
1201.41296387	958.531860352
1202.82592773	974.18347168
1204.2388916	992.051513672
1205.65185547	973.953308105
1207.06481934	928.756774902
1208.4777832	916.938659668
1209.89086914	921.647827148
1211.30383301	889.891723633
1212.71679688	862.341064453
1214.12976074	860.510925293
1215.54272461	869.436889648
1216.95568848	873.058105469
1218.36865234	820.66583252
1219.78161621	817.25
1221.19458008	810.796020508
1222.60754395	788.668884277
1224.02050781	774.980163574
1225.43347168	773.853820801
1226.84655762	768.623168945
1228.25952148	765.899597168
1229.67248535	750.204223633
1231.08544922	732.953125
1232.49841309	713.40447998
1233.91137695	712.684814453
1235.32434082	711.699645996
1236.73730469	706.960205078
1238.15026855	716.361206055
1239.56323242	715.718566895
1240.97619629	671.057250977
1242.38916016	660.716186523
1243.80212402	671.075683594
1245.21520996	679.225585938
1246.62817383	679.383300781
1248.0411377	670.604553223
1249.45410156	658.081420898
1250.86706543	673.213317871
1252.2800293	677.671447754
1253.69299316	663.036743164
1255.10595703	642.394165039
1256.5189209	619.416381836
1257.93188477	594.474121094
1259.34484863	574.346069336
1260.7578125	566.638977051
1262.17089844	559.582946777
1263.5838623	551.695861816
1264.99682617	530.222595215
1266.40979004	514.927001953
1267.82275391	521.64465332
1269.23571777	535.723510742
1270.64868164	543.532287598
1272.06164551	541.140991211
1273.47460938	516.618164063
1274.88757324	538.5546875
1276.30053711	547.438049316
1277.71350098	555.272827148
1279.12646484	540.331542969
1280.53955078	535.146484375
1281.95251465	548.637634277
1283.36547852	553.393859863
1284.77844238	542.838684082
1286.19140625	541.163879395
1287.60437012	566.352050781
1289.01733398	568.142822266
1290.43029785	564.656799316
1291.84326172	564.006958008
1293.25622559	573.634399414
1294.66918945	589.309265137
1296.08215332	587.898376465
1297.49523926	572.145324707
1298.90820313	590.510192871
1300.32116699	577.196411133
1301.73413086	578.405822754
1303.14709473	587.692138672
1304.56005859	573.479309082
1305.97302246	544.559387207
1307.38598633	549.062744141
1308.7989502	564.222839355
1310.21191406	545.639343262
1311.62487793	539.982849121
1313.0378418	524.620666504
1314.45092773	515.788452148
1315.8638916	505.138916016
1317.27685547	498.350860596
1318.68981934	499.138214111
1320.1027832	469.243927002
1321.51574707	462.18661499
1322.92871094	455.128448486
1324.3416748	459.931213379
1325.75463867	463.871948242
1327.16760254	448.259002686
1328.58056641	439.07019043
1329.99353027	446.534973145
1331.40649414	433.313903809
1332.81958008	412.919586182
1334.23254395	411.152801514
1335.64550781	414.232421875
1337.05847168	408.77166748
1338.47143555	424.484161377
1339.88439941	431.151397705
1341.29736328	415.421295166
1342.71032715	401.918273926
1344.12329102	404.885986328
1345.53625488	404.001403809
1346.94921875	398.783203125
1348.36218262	397.252624512
1349.77526855	400.987243652
1351.18823242	402.503662109
1352.60119629	396.936126709
1354.01416016	396.321929932
1355.42712402	413.817687988
1356.84008789	429.255706787
1358.25305176	431.996429443
1359.66601563	423.538116455
1361.07897949	430.927154541
1362.49194336	447.879638672
1363.90490723	450.89276123
1365.31787109	455.293670654
1366.73083496	471.379943848
1368.1439209	471.201263428
1369.55688477	445.634521484
1370.96984863	466.925964355
1372.3828125	481.527496338
1373.79577637	484.752838135
1375.20874023	485.672485352
1376.6217041	500.685913086
1378.03466797	503.69921875
1379.44763184	498.320495605
1380.8605957	533.380615234
1382.27355957	550.234558105
1383.68652344	553.871643066
1385.09960938	573.306884766
1386.51257324	593.752929688
1387.92553711	603.777160645
1389.33850098	623.665466309
1390.75146484	649.647033691
1392.16442871	661.32824707
1393.57739258	662.086181641
1394.99035645	685.499633789
1396.40332031	678.465087891
1397.81628418	688.221252441
1399.22924805	698.834716797
1400.64221191	677.680114746
1402.05517578	647.102050781
1403.46826172	639.784667969
1404.88122559	643.276855469
1406.29418945	623.769836426
1407.70715332	617.122558594
1409.12011719	606.429931641
1410.53308105	621.650024414
1411.94604492	602.932189941
1413.35900879	587.608825684
1414.77197266	572.186706543
1416.18493652	554.340637207
1417.59790039	545.307373047
1419.01086426	546.603881836
1420.4239502	533.531005859
1421.83691406	528.969055176
1423.24987793	521.829223633
1424.6628418	520.284118652
1426.07580566	514.623291016
1427.48876953	506.268615723
1428.9017334	501.10269165
1430.31469727	487.649078369
1431.72766113	467.319946289
1433.140625	467.883605957
